turbine,controllertime,modifiedtime,turok,atpwrin,atpwrout,reactpwrin,reactpwrout
"54839BBF-DDE6-4BD8-88E0-A80CE60285CD","2024-02-15T23:40:00","2024-02-15T18:19:00",6395.2,5896.0,2782580.0,65362.0,142135.0
"C813C094-671D-4DAB-A219-A8E2F3B16134","2024-02-15T23:50:00","2024-02-15T18:23:00",13278.4,1526.0,2046214.0,67438.0,129010.0
"1B86F603-FBE6-40A2-840B-A8F2DF428528","2024-02-15T23:40:00","2024-02-15T18:19:00",47137.1,22014.0,15206630.0,403725.0,1349880.0
"AE6E6C34-6E17-4360-80CB-A94D528247AA","2024-02-15T23:40:00","2024-02-15T18:20:00",94389.0,26367.0,37970134.0,1017975.0,1622159.0
"24EE77FD-9E75-4730-91FA-A98CA7D1F92D","2024-02-15T23:30:00","2024-02-15T18:20:00",93271.9,43708.0,37203021.0,724996.0,1754721.0
"1D77D571-FED6-4962-BDDD-AB66A25D62A0","2024-02-15T23:40:00","2024-02-15T18:20:00",80587.2,39189.0,35058354.0,791443.0,1133425.0
"715C3397-7DA1-4786-814E-AD846875B1BC","2024-02-15T23:40:00","2024-02-15T18:18:00",127844.1,34667.0,52557125.0,862722.0,2036532.0
"F4280EE1-E9D2-450E-AFAB-ADD292032BFA","2024-02-15T23:50:00","2024-02-15T18:25:00",77643.8,67304.0,17372922.0,462934.0,496690.0
"6C83199D-7B32-4872-9F08-AEA85234623E","2024-02-15T23:40:00","2024-02-15T18:18:00",58771.6,19662.0,21960099.0,751350.0,1185739.0
"D627606E-A2D4-4374-8C2B-AFAAC819F2C4","2024-02-15T23:40:00","2024-02-15T18:19:00",129637.5,12789.0,51556440.0,537416.0,1532211.0
"75F31987-07CB-4D54-9000-B4F3FE1DA473","2024-02-15T23:40:00","2024-02-15T18:24:00",110261.3,37957.0,39820083.0,599773.0,1345048.0
"75F31987-07CB-4D54-9000-B4F3FE1DA473","2024-02-15T23:50:00","2024-02-15T18:24:00",110261.4,37957.0,39820118.0,599773.0,1345049.0
"9D778174-EDF4-466D-9E94-B8ACB6FACDE1","2024-02-15T23:40:00","2024-02-15T18:25:00",89960.9,21599.0,10212653.0,193376.0,1852178.0
"40F5C0A7-A31B-404A-9A28-B91087EC0566","2024-02-15T23:40:00","2024-02-15T18:22:00",120612.8,14180.0,46814008.0,588381.0,1890108.0
"CD42FCB2-73E1-4B28-BB06-B947FDD6CC51","2024-02-15T23:30:00","2024-02-15T18:18:00",127714.1,53975.0,36089326.0,507897.0,1069390.0
"89852928-BFB4-4029-AABE-B9B0E4380B20","2024-02-16T00:00:00","2024-02-15T18:19:00",77999.0,38369.0,26815031.0,405466.0,842385.0
"89852928-BFB4-4029-AABE-B9B0E4380B20","2024-02-16T00:10:00","2024-02-15T18:19:00",77999.2,38369.0,26815070.0,405467.0,842385.0
"D40AD699-047C-4BCF-8628-BA06FD19CAE5","2024-02-15T23:40:00","2024-02-15T18:20:00",125459.9,44679.0,37819351.0,499399.0,1159834.0
"C12B912E-BFA2-4F4F-AC25-BA36431C44F5","2024-02-15T23:40:00","2024-02-15T18:19:00",50298.1,10846.0,18898757.0,370630.0,822297.0
"A267A073-5647-4423-B059-BC537C5E8FDF","2024-02-16T00:10:00","2024-02-15T18:19:00",7339.0,6001.0,2561072.0,36823.0,86971.0
"A267A073-5647-4423-B059-BC537C5E8FDF","2024-02-16T00:20:00","2024-02-15T18:19:00",7339.1,6001.0,2561072.0,36823.0,86971.0
"37E5328E-B5B6-4368-9C3D-BE33FFDFF764","2024-02-15T23:30:00","2024-02-15T18:19:00",14860.2,8393.0,1748523.0,63788.0,103230.0
"F5488808-B4BD-4ACD-816C-BE6E2A92CED5","2024-02-15T23:40:00","2024-02-15T18:19:00",25373.0,20933.0,7815401.0,101459.0,321475.0
"123E9866-5B87-48CD-9E71-BF30FF742BE4","2024-02-15T23:40:00","2024-02-15T18:19:00",2746.1,211.0,625998.0,22420.0,44816.0
"53C0807D-3910-42B4-A5EF-C43A9B7D43AE","2024-02-15T23:20:00","2024-02-15T18:20:00",14933.8,10744.0,1780744.0,63994.0,103294.0
"4062EE95-B27A-4130-AFD6-C5087C937C7D","2024-02-15T23:40:00","2024-02-15T18:20:00",48381.7,40250.0,16256347.0,442308.0,301473.0
"FDADAE71-0806-46E0-9C4C-C524C707C0EB","2024-02-15T23:40:00","2024-02-15T18:22:00",108048.7,66886.0,26108204.0,702562.0,744947.0
"F6A0A83C-CDD2-436A-BDFB-C6510D03C1ED","2024-02-15T23:40:00","2024-02-15T18:19:00",4856.6,5347.0,1892246.0,34490.0,56154.0
"F18D184D-3B34-47E6-B628-C72DBD9AE60E","2024-02-15T23:40:00","2024-02-15T18:20:00",108827.8,76926.0,42438780.0,660437.0,1272213.0
"37224E37-073A-4287-9B97-CB119B11FF97","2024-02-15T23:40:00","2024-02-15T18:18:00",117895.9,48186.0,45774988.0,777722.0,2142300.0
"3E1B84F5-38CF-452D-9258-CBB48012C140","2024-02-15T23:10:00","2024-02-15T18:20:00",85796.5,25656.0,10407419.0,251274.0,1953352.0
"CD7838A7-5313-4593-9AA5-CBE6C55CD06F","2024-02-15T23:40:00","2024-02-15T18:18:00",50817.4,51111.0,14097871.0,409800.0,365237.0
"A40F35E3-EEED-4E2D-935A-CD35F410C017","2024-02-15T23:40:00","2024-02-15T18:20:00",15490.5,6601.0,1845062.0,58955.0,116153.0
"3A856859-1C47-429C-81C8-D120C7C94D6E","2024-02-15T23:40:00","2024-02-15T18:18:00",129045.7,43994.0,39418294.0,481595.0,1167731.0
"ABF311E0-8AB8-4B03-A40A-D16A387D6916","2024-02-15T23:30:00","2024-02-15T18:19:00",5790.1,1302.0,869526.0,23866.0,44925.0
"EA57CEA0-2F2E-4BB0-A2E5-D3550B77EC79","2024-02-15T23:30:00","2024-02-15T18:21:00",85985.7,48472.0,20284007.0,551667.0,460947.0
"0D74AB68-4086-41AF-92DA-D37361F938C6","2024-02-16T00:20:00","2024-02-15T18:19:00",54541.2,4393.0,13215577.0,97902.0,2953473.0
"0D74AB68-4086-41AF-92DA-D37361F938C6","2024-02-16T00:30:00","2024-02-15T18:19:00",54541.3,4393.0,13215598.0,97902.0,2953493.0
"BAC83473-01A4-4E45-85CE-D597ED2F0090","2024-02-15T23:50:00","2024-02-15T18:23:00",106574.8,12139.0,20421693.0,665249.0,1070939.0
"2376EB59-D0E4-484D-A62C-D5EFA8E84123","2024-02-15T23:30:00","2024-02-15T18:24:00",37651.8,16442.0,10491457.0,170590.0,423034.0
"2D5E7748-0C3D-41CF-9C05-D6715A9FBD07","2024-02-15T23:30:00","2024-02-15T18:19:00",16489.6,10449.0,1746571.0,69598.0,104337.0
"06CEDC03-541F-4F03-A4F8-D761ADAFD3B5","2024-02-15T23:50:00","2024-02-15T18:20:00",92460.3,11729.0,33170482.0,698182.0,918371.0
"06CEDC03-541F-4F03-A4F8-D761ADAFD3B5","2024-02-16T00:00:00","2024-02-15T18:20:00",92460.5,11729.0,33170482.0,698182.0,918371.0
"692B4D16-2A87-411C-BCC8-D85A1CF67CF6","2024-02-15T23:50:00","2024-02-15T18:23:00",70931.3,7503.0,11779570.0,384584.0,673509.0
"8C0B6CAD-0421-4C2E-B46B-D8AB91504A9C","2024-02-15T23:40:00","2024-02-15T18:19:00",63539.0,28152.0,24668922.0,514292.0,788541.0
"03ACF7A4-EAE7-4D5C-AEBE-D90CE995BDCB","2024-02-15T23:50:00","2024-02-15T18:23:00",107528.3,12491.0,19108161.0,563296.0,1143682.0
"06566439-FEBC-4A8B-81C4-D9BE2E5804FD","2024-02-15T23:40:00","2024-02-15T18:19:00",119416.4,22087.0,43693535.0,1110044.0,2105713.0
"9922E6E3-AD49-4FA9-B017-DB27E08FFC64","2024-02-15T23:40:00","2024-02-15T18:24:00",125116.5,27775.0,18864367.0,334312.0,2501562.0
"7E65CF1A-9063-4F30-91F5-DB7D4C5EEB0A","2024-02-15T23:50:00","2024-02-15T18:25:00",99275.3,45831.0,22733707.0,527145.0,680153.0
"597F1CE4-4E1D-4166-A9FD-DBC7A3C5BA74","2024-02-15T23:40:00","2024-02-15T18:20:00",6069.4,7056.0,1902301.0,23372.0,49740.0
"31E2D5FF-CCF4-4224-924C-DF156F011A04","2024-02-15T23:40:00","2024-02-15T18:20:00",121943.1,42988.0,50513602.0,283684.0,499815.0
"59057C01-010E-4BCC-8C19-E0B0640F7703","2024-02-15T23:40:00","2024-02-15T18:20:00",130903.2,38863.0,38512366.0,440266.0,723864.0
"1C825BA9-9DB6-4690-924F-E301DB8C0313","2024-02-15T23:40:00","2024-02-15T18:22:00",120190.9,18964.0,39195400.0,507458.0,1683978.0
"A85D7186-4EE5-48C5-B334-E3A8B84AD6F2","2024-02-15T23:40:00","2024-02-15T18:18:00",125457.3,35321.0,55873632.0,1620497.0,2094340.0
"1244A6D3-E434-4CEE-842F-E3B0C6098836","2024-02-15T23:40:00","2024-02-15T18:19:00",26436.9,15736.0,9038931.0,143633.0,304826.0
"24D3F7FE-2FBF-4B73-8A1A-E45469A629DC","2024-02-15T23:40:00","2024-02-15T18:20:00",129956.0,58271.0,41355348.0,932630.0,992567.0
"EA345C20-DEEB-4CF5-BED9-E4F911611887","2024-02-15T23:40:00","2024-02-15T18:18:00",118409.2,12882.0,41426390.0,828128.0,2244825.0
"3072BA16-9392-418F-8C37-E58628E209F7","2024-02-15T23:40:00","2024-02-15T18:20:00",128878.5,39869.0,37170870.0,965141.0,968787.0
"0A28B28D-56C8-4142-89AE-E6203A98037F","2024-02-15T23:40:00","2024-02-15T18:19:00",115293.6,56848.0,36257164.0,974499.0,1915111.0
"B216245D-5B90-49A6-AA6B-E62C862CEB15","2024-02-15T23:30:00","2024-02-15T18:20:00",138735.0,36236.0,17471815.0,350609.0,1863382.0
"5805C6D1-D30F-47EF-93D8-E7E9C6EA8BD7","2024-02-15T23:40:00","2024-02-15T18:21:00",96266.1,43386.0,31505959.0,929518.0,1964902.0
"5805C6D1-D30F-47EF-93D8-E7E9C6EA8BD7","2024-02-15T23:50:00","2024-02-15T18:21:00",96266.2,43387.0,31505959.0,929518.0,1964902.0
"A5D3C2C7-3ED1-4AF4-A884-E7EA87B4B21C","2024-02-15T23:40:00","2024-02-15T18:18:00",1276.0,676.0,638808.0,18463.0,15229.0
"30EA5F34-F36B-4E37-A13B-E8A6939C3046","2024-02-15T23:40:00","2024-02-15T18:20:00",129775.4,43920.0,40183288.0,447304.0,1203613.0
"0C0D599E-6CA4-430D-835D-E8AF93D93E12","2024-02-15T23:20:00","2024-02-15T18:20:00",139038.4,35790.0,15173361.0,342951.0,2297939.0
"35CA26A3-4476-44FA-816C-E9285F507024","2024-02-15T23:20:00","2024-02-15T18:20:00",36705.8,11641.0,4410962.0,178190.0,367320.0
"A7519796-CDCE-4289-BD6E-EA5B670B69FE","2024-02-15T23:00:00","2024-02-15T18:26:00",26233.5,1665.0,6698143.0,174925.0,380451.0
"945CEF71-B4E9-44A0-8353-EB2F10555237","2024-02-15T23:40:00","2024-02-15T18:24:00",112836.5,22612.0,36959203.0,897762.0,1481503.0
"945CEF71-B4E9-44A0-8353-EB2F10555237","2024-02-15T23:50:00","2024-02-15T18:24:00",112836.7,22612.0,36959253.0,897762.0,1481506.0
"1796C7DC-FD92-4186-835D-EDA3954462AA","2024-02-15T23:40:00","2024-02-15T18:18:00",127479.3,21766.0,50347188.0,1356877.0,1647338.0
"369817B7-40CE-4CEB-995B-F001DC1DED1D","2024-02-15T23:30:00","2024-02-15T18:18:00",77994.0,57540.0,21813960.0,300968.0,573493.0
"7E45B66F-1C0D-4CB6-A72C-F19BDF8546C8","2024-02-15T23:00:00","2024-02-15T18:18:00",128431.4,37025.0,36307557.0,616242.0,1077300.0
"632A620D-F00B-46F2-976E-F40B02DB40DF","2024-02-15T23:30:00","2024-02-15T18:19:00",42765.6,14450.0,4472365.0,156366.0,288140.0
"F2432BD1-B21D-4B83-977D-F4A5FE0A1362","2024-02-15T23:30:00","2024-02-15T18:19:00",16450.9,11979.0,1730761.0,58795.0,103432.0
"949F5285-7D84-492E-9EC5-F5A98801B882","2024-02-15T23:40:00","2024-02-15T18:19:00",119816.5,33816.0,48303319.0,1172631.0,1557442.0
"A9FA75F6-436C-4320-BE42-F64876E8B067","2024-02-15T23:40:00","2024-02-15T18:21:00",45968.2,15842.0,41699139.0,756798.0,320581.0
"AAF15B67-035E-4643-8C42-F870C2306F68","2024-02-16T00:00:00","2024-02-15T18:18:00",78821.0,11849.0,18491785.0,397900.0,1669713.0
"AAF15B67-035E-4643-8C42-F870C2306F68","2024-02-16T00:10:00","2024-02-15T18:18:00",78821.2,11849.0,18491796.0,397904.0,1669715.0
"1F75EC26-0190-4477-A19B-F97E1C28AE39","2024-02-15T23:30:00","2024-02-15T18:18:00",126711.8,44500.0,36759040.0,532205.0,1089483.0
"66664D2B-40C5-40B0-A8E1-FA78F8AC7956","2024-02-15T23:40:00","2024-02-15T18:18:00",125291.6,46820.0,34577131.0,483387.0,1068172.0
"139D38A5-A85B-4F44-BB54-FC2C1A97E153","2024-02-15T23:40:00","2024-02-15T18:24:00",115798.2,30920.0,43164934.0,1221653.0,1433337.0
"139D38A5-A85B-4F44-BB54-FC2C1A97E153","2024-02-15T23:50:00","2024-02-15T18:24:00",115798.3,30920.0,43164982.0,1221653.0,1433340.0
"C0615E68-99D3-4870-AA4C-FCD135409D1E","2024-02-15T23:40:00","2024-02-15T18:18:00",111150.3,43342.0,41862432.0,889317.0,1978681.0
"24AB89B6-0889-4E4F-975F-FE6CB2249504","2024-02-15T23:30:00","2024-02-15T18:20:00",31934.8,12328.0,3648751.0,87620.0,253874.0
"2E92E237-109C-4E56-9F64-FF0ABB8A08A8","2024-02-15T23:40:00","2024-02-15T18:21:00",130509.1,44949.0,42543057.0,628162.0,1110215.0
"BAA3DDD7-3280-497A-A470-FF182ABC8B47","2024-02-15T23:40:00","2024-02-15T18:18:00",62820.1,9640.0,24949123.0,316890.0,981342.0
